time,id,myrank,sentvn,mypparent,pparentrank,nneighbors,children,sentDIS,sentDIO,generatedDAO,forwardedDAO,generatedNPDAO,forwardedNPDAO,ttlsent,receivedDIS,receivedDIO,receivedDAO,ttlrcvd,forwardeddata,attack
8881.795,3,513 ,214 ,1 ,256 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,4199 ,0, 0 
9000.969,8,548 ,214 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,4533 ,0, 0 
9001.087,11,1458 ,214 ,9 ,1126 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,8377 ,0, 0 
9001.132,2,512 ,214 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,6 ,0 ,0 ,8 ,0 ,3 ,6 ,9,7886 ,0, 0 
9001.146,6,832 ,214 ,2 ,512 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,9962 ,0, 0 
9001.222,18,944 ,214 ,19 ,521 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,7149 ,0, 0 
9001.244,4,875 ,214 ,19 ,516 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,5802 ,0, 0 
9001.298,7,1119 ,214 ,16 ,773 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,2 ,1 ,3,7999 ,0, 0 
9001.346,14,512 ,214 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,5045 ,0, 0 
9001.359,15,1455 ,214 ,7 ,1142 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,7273 ,0, 0 
9001.368,20,1407 ,214 ,5 ,856 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0,6981 ,0, 0 
9001.369,16,799 ,214 ,2 ,512 ,0 ,0 ,0 ,1 ,1 ,4 ,0 ,0 ,6 ,0 ,2 ,4 ,6,10695 ,0, 0 
9001.452,10,898 ,214 ,14 ,512 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,6161 ,0, 0 
9001.49,12,1197 ,214 ,5 ,847 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,6791 ,0, 0 
9001.605,9,1092 ,214 ,16 ,773 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,2 ,1 ,3,10749 ,0, 0 
9001.611,5,821 ,214 ,13 ,512 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,6,11166 ,0, 0 
9001.615,19,512 ,214 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,6393 ,0, 0 
9001.705,17,1188 ,214 ,6 ,840 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,7667 ,0, 0 
9001.78,13,512 ,214 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,5592 ,0, 0 
9001.795,3,513 ,214 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,3685 ,0, 0 
9120.969,8,512 ,217 ,1 ,256 ,1 ,0 ,0 ,5 ,3 ,0 ,3 ,0 ,11 ,0 ,6 ,0 ,6,4836 ,0, 0 
9121.132,2,65535 ,217 ,1 ,256 ,1 ,0 ,0 ,5 ,2 ,2 ,4 ,4 ,17 ,0 ,8 ,7 ,15,8605 ,0, 0 
9121.147,6,854 ,217 ,2 ,512 ,1 ,0 ,0 ,5 ,2 ,1 ,2 ,2 ,12 ,0 ,8 ,5 ,13,12400 ,0, 0 
9121.192,11,65535 ,224 ,5 ,821 ,0 ,0 ,0 ,7 ,2 ,2 ,3 ,0 ,14 ,0 ,16 ,5 ,21,7325 ,0, 0 
9121.223,18,65535 ,217 ,5 ,821 ,0 ,0 ,0 ,6 ,3 ,0 ,6 ,0 ,15 ,0 ,10 ,2 ,12,6313 ,0, 0 
9121.245,4,2792 ,217 ,18 ,1845 ,0 ,0 ,0 ,6 ,3 ,0 ,4 ,0 ,13 ,0 ,7 ,0 ,7,5728 ,0, 0 
9121.298,7,65535 ,225 ,16 ,65535 ,1 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,8 ,0 ,7 ,14 ,21,8229 ,0, 1 
9121.346,14,512 ,217 ,1 ,256 ,1 ,0 ,0 ,6 ,4 ,0 ,5 ,1 ,16 ,0 ,8 ,2 ,10,6162 ,0, 0 
9121.359,15,65535 ,224 ,7 ,1110 ,1 ,0 ,0 ,4 ,1 ,0 ,2 ,0 ,7 ,0 ,15 ,0 ,15,6848 ,0, 0 
9121.369,20,65535 ,217 ,5 ,821 ,0 ,0 ,0 ,6 ,3 ,0 ,4 ,0 ,13 ,0 ,10 ,0 ,10,5556 ,0, 0 
9121.369,16,795 ,217 ,2 ,512 ,0 ,0 ,0 ,5 ,3 ,0 ,3 ,1 ,12 ,0 ,8 ,3 ,11,11792 ,0, 0 
9121.453,10,1276 ,216 ,6 ,768 ,0 ,0 ,0 ,5 ,2 ,1 ,4 ,1 ,13 ,0 ,5 ,2 ,7,7109 ,0, 0 
9121.491,12,65535 ,217 ,5 ,821 ,0 ,0 ,0 ,7 ,2 ,1 ,4 ,1 ,15 ,0 ,11 ,2 ,13,6266 ,0, 0 
9121.605,9,65535 ,224 ,7 ,1110 ,0 ,0 ,0 ,6 ,1 ,6 ,2 ,1 ,16 ,0 ,11 ,10 ,21,10460 ,0, 0 
9121.612,5,65535 ,224 ,13 ,512 ,3 ,0 ,0 ,7 ,3 ,3 ,4 ,3 ,20 ,0 ,16 ,16 ,32,10117 ,0, 0 
9121.637,19,65535 ,217 ,2 ,512 ,2 ,0 ,0 ,5 ,3 ,1 ,4 ,3 ,16 ,0 ,13 ,6 ,19,6868 ,0, 0 
9121.705,17,65535 ,222 ,7 ,1110 ,0 ,0 ,0 ,4 ,1 ,0 ,2 ,0 ,7 ,0 ,5 ,3 ,8,7552 ,0, 0 
9121.78,13,65535 ,217 ,1 ,256 ,1 ,0 ,0 ,4 ,2 ,2 ,4 ,2 ,14 ,0 ,7 ,4 ,11,6161 ,0, 0 
9121.795,3,768 ,217 ,8 ,512 ,0 ,0 ,0 ,6 ,2 ,0 ,3 ,0 ,11 ,0 ,5 ,1 ,6,4400 ,0, 0 
9240.969,8,512 ,255 ,1 ,256 ,1 ,0 ,0 ,14 ,7 ,7 ,11 ,4 ,43 ,0 ,38 ,15 ,53,4842 ,0, 0 
9241.087,11,65535 ,6 ,5 ,768 ,0 ,0 ,0 ,19 ,2 ,0 ,2 ,1 ,24 ,0 ,53 ,1 ,54,8654 ,0, 0 
9241.133,2,65535 ,2 ,1 ,256 ,1 ,0 ,0 ,18 ,5 ,5 ,5 ,3 ,36 ,0 ,61 ,17 ,78,8229 ,0, 0 
9241.147,6,65535 ,2 ,2 ,512 ,1 ,0 ,0 ,19 ,5 ,0 ,6 ,0 ,30 ,0 ,51 ,4 ,55,10481 ,0, 0 
9241.223,18,65535 ,254 ,5 ,824 ,0 ,0 ,0 ,16 ,6 ,0 ,6 ,0 ,28 ,0 ,41 ,3 ,44,7512 ,0, 0 
9241.245,4,65535 ,254 ,19 ,552 ,0 ,0 ,0 ,14 ,9 ,0 ,9 ,0 ,32 ,0 ,31 ,1 ,32,6167 ,0, 0 
9241.298,7,65535 ,7 ,16 ,65535 ,1 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,45 ,0 ,45,8216 ,0, 1 
9241.347,14,65535 ,2 ,1 ,256 ,1 ,0 ,0 ,16 ,5 ,3 ,10 ,2 ,36 ,0 ,42 ,12 ,54,5393 ,0, 0 
9241.359,15,65535 ,6 ,7 ,1110 ,1 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,46 ,0 ,46,7474 ,0, 0 
9241.369,20,65535 ,254 ,5 ,824 ,0 ,0 ,0 ,16 ,6 ,0 ,5 ,0 ,27 ,0 ,36 ,0 ,36,7266 ,0, 0 
9241.369,16,65535 ,2 ,2 ,512 ,0 ,0 ,0 ,20 ,5 ,0 ,6 ,0 ,31 ,0 ,56 ,0 ,56,11135 ,0, 0 
9241.453,10,65535 ,253 ,14 ,512 ,0 ,0 ,0 ,16 ,4 ,1 ,8 ,1 ,30 ,0 ,28 ,2 ,30,6558 ,0, 0 
9241.491,12,65535 ,6 ,5 ,824 ,0 ,0 ,0 ,17 ,6 ,1 ,7 ,1 ,32 ,0 ,48 ,2 ,50,7222 ,0, 0 
9241.605,9,65535 ,6 ,5 ,768 ,0 ,0 ,0 ,20 ,2 ,0 ,3 ,0 ,25 ,0 ,60 ,2 ,62,11089 ,0, 0 
9241.612,5,65535 ,6 ,13 ,512 ,3 ,0 ,0 ,21 ,5 ,14 ,8 ,3 ,51 ,0 ,76 ,33 ,109,11926 ,0, 0 
9241.616,19,65535 ,2 ,1 ,256 ,2 ,0 ,0 ,18 ,5 ,8 ,12 ,3 ,46 ,0 ,66 ,18 ,84,6826 ,0, 0 
9241.706,17,65535 ,254 ,7 ,1110 ,0 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,38 ,0 ,38,7891 ,0, 0 
9241.781,13,65535 ,254 ,1 ,256 ,1 ,0 ,0 ,14 ,5 ,10 ,7 ,3 ,39 ,0 ,48 ,16 ,64,5905 ,0, 0 
9241.796,3,537 ,255 ,1 ,256 ,0 ,0 ,0 ,16 ,8 ,0 ,11 ,0 ,35 ,0 ,30 ,0 ,30,4003 ,0, 0 
9360.969,8,512 ,45 ,1 ,256 ,1 ,0 ,0 ,17 ,9 ,3 ,11 ,1 ,41 ,0 ,53 ,8 ,61,5161 ,0, 0 
9361.087,11,65535 ,46 ,5 ,768 ,0 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,0 ,63 ,0 ,63,7559 ,0, 0 
9361.132,2,512 ,45 ,1 ,256 ,1 ,0 ,0 ,20 ,5 ,0 ,7 ,0 ,32 ,0 ,80 ,1 ,81,8931 ,0, 0 
9361.223,18,1131 ,45 ,4 ,819 ,0 ,0 ,0 ,21 ,4 ,1 ,8 ,1 ,35 ,0 ,47 ,2 ,49,6749 ,0, 0 
9361.245,4,819 ,45 ,8 ,563 ,0 ,0 ,0 ,20 ,5 ,0 ,9 ,0 ,34 ,0 ,38 ,1 ,39,6083 ,0, 0 
9361.252,6,65535 ,46 ,2 ,512 ,1 ,0 ,0 ,20 ,1 ,0 ,3 ,0 ,24 ,0 ,50 ,3 ,53,12700 ,0, 0 
9361.298,7,65535 ,47 ,16 ,65535 ,1 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,0 ,40 ,0 ,40,8434 ,0, 1 
9361.347,14,65535 ,45 ,1 ,256 ,1 ,0 ,0 ,18 ,7 ,4 ,12 ,2 ,43 ,0 ,64 ,10 ,74,6531 ,0, 0 
9361.359,15,65535 ,46 ,7 ,1110 ,1 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,0 ,45 ,0 ,45,7037 ,0, 0 
9361.369,20,65535 ,45 ,5 ,1326 ,0 ,0 ,0 ,17 ,2 ,0 ,3 ,0 ,22 ,0 ,39 ,0 ,39,5806 ,0, 0 
9361.37,16,65535 ,44 ,2 ,512 ,0 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,53 ,0 ,53,12006 ,0, 0 
9361.453,10,65535 ,46 ,14 ,512 ,0 ,0 ,0 ,16 ,4 ,1 ,6 ,1 ,28 ,0 ,30 ,2 ,32,7372 ,0, 0 
9361.491,12,65535 ,45 ,5 ,1326 ,0 ,0 ,0 ,19 ,3 ,0 ,4 ,0 ,26 ,0 ,49 ,0 ,49,6596 ,0, 0 
9361.605,9,65535 ,46 ,5 ,768 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,0 ,57 ,0 ,57,10678 ,0, 0 
9361.612,5,65535 ,45 ,13 ,512 ,3 ,0 ,0 ,20 ,4 ,3 ,5 ,1 ,33 ,0 ,80 ,11 ,91,10527 ,0, 0 
9361.615,19,512 ,45 ,1 ,256 ,2 ,0 ,0 ,19 ,7 ,4 ,9 ,1 ,40 ,0 ,79 ,19 ,98,7268 ,0, 0 
9361.706,17,65535 ,46 ,7 ,1110 ,0 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,46 ,0 ,46,7752 ,0, 0 
9361.78,13,512 ,45 ,1 ,256 ,1 ,0 ,0 ,21 ,10 ,9 ,8 ,7 ,55 ,0 ,61 ,24 ,85,6575 ,0, 0 
9361.796,3,512 ,45 ,1 ,256 ,0 ,0 ,0 ,20 ,13 ,1 ,11 ,1 ,46 ,0 ,38 ,4 ,42,4727 ,0, 0 
9480.969,8,512 ,49 ,1 ,256 ,1 ,0 ,0 ,8 ,3 ,1 ,4 ,2 ,18 ,0 ,15 ,3 ,18,5005 ,0, 0 
9481.087,11,1424 ,49 ,5 ,1099 ,0 ,0 ,0 ,6 ,4 ,1 ,0 ,0 ,11 ,0 ,29 ,1 ,30,8876 ,0, 0 
9481.132,2,515 ,49 ,1 ,256 ,1 ,0 ,0 ,5 ,1 ,28 ,2 ,5 ,41 ,0 ,27 ,35 ,62,8511 ,0, 0 
9481.147,6,1011 ,49 ,16 ,733 ,1 ,0 ,0 ,11 ,5 ,6 ,4 ,2 ,28 ,0 ,21 ,11 ,32,10957 ,0, 0 
9481.223,18,910 ,49 ,19 ,557 ,0 ,0 ,0 ,8 ,4 ,0 ,1 ,0 ,13 ,0 ,20 ,2 ,22,7766 ,0, 0 
9481.245,4,1258 ,49 ,19 ,557 ,0 ,0 ,0 ,6 ,4 ,1 ,2 ,1 ,14 ,0 ,13 ,2 ,15,6522 ,0, 0 
9481.298,7,1104 ,49 ,16 ,733 ,1 ,0 ,0 ,13 ,7 ,8 ,4 ,1 ,33 ,0 ,27 ,10 ,37,8730 ,0, 0 
9481.346,14,512 ,49 ,1 ,256 ,1 ,0 ,0 ,7 ,1 ,1 ,2 ,0 ,11 ,0 ,13 ,3 ,16,5556 ,0, 0 
9481.359,15,1361 ,49 ,7 ,1105 ,1 ,0 ,0 ,11 ,5 ,0 ,1 ,0 ,17 ,0 ,15 ,0 ,15,7729 ,0, 0 
9481.369,20,1727 ,49 ,5 ,1099 ,0 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,11 ,0 ,14 ,0 ,14,7477 ,0, 0 
9481.37,16,815 ,49 ,2 ,521 ,0 ,0 ,0 ,14 ,4 ,20 ,5 ,2 ,45 ,0 ,28 ,29 ,57,11905 ,0, 0 
9481.453,10,2716 ,49 ,14 ,512 ,0 ,0 ,0 ,9 ,4 ,0 ,3 ,0 ,16 ,0 ,13 ,1 ,14,6857 ,0, 0 
9481.491,12,1697 ,49 ,11 ,1441 ,0 ,0 ,0 ,13 ,5 ,0 ,4 ,0 ,22 ,0 ,15 ,0 ,15,7635 ,0, 0 
9481.605,9,1041 ,49 ,16 ,733 ,0 ,0 ,0 ,13 ,8 ,2 ,6 ,2 ,31 ,0 ,25 ,5 ,30,11609 ,0, 0 
9481.612,5,777 ,49 ,2 ,521 ,3 ,0 ,0 ,11 ,5 ,9 ,3 ,0 ,28 ,0 ,31 ,10 ,41,12365 ,0, 0 
9481.615,19,540 ,49 ,1 ,256 ,2 ,0 ,0 ,6 ,2 ,7 ,3 ,1 ,19 ,0 ,23 ,9 ,32,7088 ,0, 0 
9481.705,17,1361 ,49 ,7 ,1105 ,0 ,0 ,0 ,11 ,6 ,1 ,2 ,0 ,20 ,0 ,25 ,2 ,27,8272 ,0, 0 
9481.78,13,533 ,49 ,1 ,256 ,1 ,0 ,0 ,7 ,2 ,9 ,5 ,2 ,25 ,0 ,17 ,11 ,28,6157 ,0, 0 
9481.795,3,527 ,49 ,1 ,256 ,0 ,0 ,0 ,6 ,5 ,0 ,2 ,0 ,13 ,0 ,11 ,0 ,11,4122 ,0, 0 
9600.968,8,512 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,4 ,0 ,7 ,0 ,7,5235 ,0, 0 
9601.086,11,1059 ,49 ,5 ,768 ,0 ,0 ,0 ,3 ,5 ,1 ,0 ,0 ,9 ,0 ,14 ,1 ,15,7684 ,0, 0 
9601.132,2,512 ,49 ,1 ,256 ,1 ,0 ,0 ,4 ,2 ,20 ,0 ,0 ,26 ,0 ,13 ,20 ,33,9043 ,0, 0 
9601.147,6,1111 ,49 ,16 ,846 ,1 ,0 ,0 ,4 ,1 ,0 ,2 ,0 ,7 ,0 ,8 ,0 ,8,12810 ,0, 0 
9601.223,18,861 ,49 ,19 ,527 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,3 ,0 ,10 ,0 ,10,6825 ,0, 0 
9601.244,4,1183 ,49 ,19 ,527 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,3 ,0 ,3,6161 ,0, 0 
9601.298,7,1167 ,49 ,16 ,846 ,1 ,0 ,0 ,2 ,1 ,2 ,1 ,0 ,6 ,0 ,6 ,2 ,8,8526 ,0, 0 
9601.346,14,512 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,4 ,0 ,9 ,1 ,10,6615 ,0, 0 
9601.358,15,1440 ,49 ,7 ,1184 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,5 ,0 ,5,7103 ,0, 0 
9601.368,20,1242 ,49 ,5 ,768 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,8 ,0 ,8 ,0 ,8,5937 ,0, 0 
9601.369,16,808 ,49 ,2 ,512 ,0 ,0 ,0 ,2 ,2 ,6 ,0 ,0 ,10 ,0 ,10 ,9 ,19,12159 ,0, 0 
9601.452,10,2187 ,49 ,14 ,512 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,7437 ,0, 0 
9601.49,12,1324 ,49 ,11 ,1068 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,8 ,0 ,8,6689 ,0, 0 
9601.605,9,1105 ,49 ,16 ,813 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,11 ,0 ,11,10783 ,0, 0 
9601.612,5,768 ,49 ,2 ,512 ,3 ,0 ,0 ,5 ,2 ,10 ,0 ,0 ,17 ,0 ,10 ,10 ,20,10723 ,0, 0 
9601.615,19,525 ,49 ,1 ,256 ,2 ,0 ,0 ,4 ,2 ,4 ,0 ,0 ,10 ,0 ,11 ,4 ,15,7380 ,0, 0 
9601.705,17,1440 ,49 ,7 ,1184 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,6 ,0 ,6,7832 ,0, 0 
9601.78,13,524 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,2 ,0 ,1 ,0 ,5 ,0 ,13 ,0 ,13,6664 ,0, 0 
9601.795,3,523 ,49 ,1 ,256 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,5,4809 ,0, 0 
9720.968,8,512 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,5068 ,0, 0 
9721.086,11,1055 ,49 ,5 ,768 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,2 ,1 ,3,8941 ,0, 0 
9721.132,2,512 ,49 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,7 ,0 ,4 ,7 ,11,8577 ,0, 0 
9721.147,6,1064 ,49 ,16 ,800 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,11030 ,0, 0 
9721.222,18,853 ,49 ,19 ,527 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,7835 ,0, 0 
9721.244,4,1107 ,49 ,19 ,527 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,6596 ,0, 0 
9721.298,7,1087 ,49 ,16 ,790 ,1 ,0 ,0 ,2 ,2 ,2 ,0 ,0 ,6 ,0 ,6 ,2 ,8,8810 ,0, 0 
9721.346,14,512 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2,5631 ,0, 0 
9721.358,15,1348 ,49 ,7 ,1092 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,7795 ,0, 0 
9721.368,20,1220 ,49 ,5 ,768 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,7531 ,0, 0 
9721.369,16,787 ,49 ,2 ,512 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,0 ,8 ,0 ,4 ,6 ,10,12021 ,0, 0 
9721.452,10,2045 ,49 ,14 ,512 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,6918 ,0, 0 
9721.49,12,1315 ,49 ,11 ,1059 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,7711 ,0, 0 
9721.605,9,1088 ,49 ,16 ,800 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,3 ,0 ,3,11698 ,0, 0 
9721.611,5,768 ,49 ,2 ,512 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,6 ,1 ,7,12454 ,0, 0 
9721.615,19,523 ,49 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,7168 ,0, 0 
9721.705,17,1423 ,49 ,7 ,1167 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,8344 ,0, 0 
9721.78,13,524 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,6239 ,0, 0 
9721.795,3,523 ,49 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,4179 ,0, 0 
9840.968,8,537 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,5314 ,0, 0 
9841.132,2,512 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,12 ,0 ,6 ,21 ,0 ,8 ,18 ,26,9201 ,0, 0 
9841.147,6,1146 ,49 ,2 ,512 ,1 ,0 ,0 ,4 ,2 ,0 ,1 ,0 ,7 ,0 ,4 ,0 ,4,13035 ,0, 0 
9841.218,11,65535 ,49 ,9 ,65535 ,0 ,0 ,0 ,9 ,6 ,6 ,9 ,0 ,30 ,0 ,14 ,16 ,30,8028 ,0, 0 
9841.222,18,846 ,49 ,19 ,520 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,6,6940 ,0, 0 
9841.244,4,1100 ,49 ,19 ,520 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,6236 ,0, 0 
9841.298,7,1074 ,49 ,16 ,790 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,2 ,0 ,9 ,1 ,10,8663 ,0, 0 
9841.346,14,531 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,4 ,1 ,5,6714 ,0, 0 
9841.359,15,788 ,49 ,9 ,300 ,1 ,0 ,0 ,5 ,6 ,0 ,1 ,0 ,12 ,0 ,12 ,4 ,16,7397 ,0, 0 
9841.369,20,1024 ,49 ,5 ,677 ,0 ,0 ,0 ,6 ,5 ,0 ,2 ,0 ,13 ,0 ,12 ,0 ,12,6143 ,0, 0 
9841.452,10,1939 ,49 ,14 ,534 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,7529 ,0, 0 
9841.49,12,879 ,49 ,11 ,556 ,0 ,0 ,0 ,1 ,6 ,0 ,0 ,0 ,7 ,0 ,12 ,0 ,12,6844 ,0, 0 
9841.507,16,848 ,49 ,2 ,512 ,0 ,0 ,0 ,1 ,1 ,10 ,0 ,4 ,16 ,0 ,12 ,19 ,31,12405 ,0, 0 
9841.605,9,1084 ,49 ,16 ,800 ,0 ,0 ,0 ,9 ,5 ,13 ,10 ,0 ,37 ,0 ,11 ,29 ,40,11182 ,0, 1 
9841.611,5,643 ,49 ,9 ,300 ,3 ,0 ,0 ,5 ,6 ,7 ,1 ,3 ,22 ,0 ,16 ,10 ,26,11066 ,0, 0 
9841.615,19,520 ,49 ,1 ,256 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,11 ,0 ,11,7506 ,0, 0 
9841.705,17,1445 ,49 ,7 ,1167 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,7951 ,0, 0 
9841.78,13,520 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,6,6756 ,0, 0 
9841.795,3,519 ,49 ,1 ,256 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,4875 ,0, 0 
9960.968,8,537 ,49 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0,5139 ,0, 0 
9961.087,11,65535 ,49 ,9 ,65535 ,0 ,0 ,0 ,15 ,11 ,7 ,13 ,0 ,46 ,0 ,38 ,25 ,63,9474 ,0, 0 
9961.146,2,512 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,24 ,1 ,5 ,31 ,0 ,10 ,29 ,39,8769 ,0, 0 
9961.147,6,1146 ,49 ,2 ,512 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,11123 ,0, 0 
9961.223,18,821 ,49 ,19 ,520 ,0 ,0 ,0 ,6 ,1 ,1 ,0 ,1 ,9 ,0 ,14 ,3 ,17,7986 ,0, 0 
9961.244,4,1067 ,49 ,19 ,520 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,6665 ,0, 0 
9961.298,7,779 ,49 ,9 ,300 ,1 ,0 ,0 ,6 ,7 ,3 ,2 ,0 ,18 ,0 ,18 ,3 ,21,9079 ,0, 0 
9961.346,14,529 ,49 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,5724 ,0, 0 
9961.359,15,642 ,49 ,9 ,300 ,1 ,0 ,0 ,9 ,13 ,0 ,1 ,0 ,23 ,0 ,29 ,1 ,30,8071 ,0, 0 
9961.369,20,1129 ,49 ,5 ,618 ,0 ,0 ,0 ,9 ,6 ,0 ,0 ,0 ,15 ,0 ,25 ,0 ,25,7772 ,0, 0 
